ranking_risco,id_municipio,nome_municipio,sigla_uf,nome_regiao,taxa_alfabetizacao,meta_alfabetizacao_2024,atingiu_meta,probabilidade_prevista_atingir_meta,gap_ate_meta_pp
4358,4117404,Ourizona,PR,Sul,57.5,80.0,0,0.5533,22.5
4359,5206701,Damianópolis,GO,Centro-Oeste,83.93,72.05,1,0.5534,-11.88
4360,5107743,Santa Cruz do Xingu,MT,Centro-Oeste,73.81,57.91,1,0.5534,-15.9
4361,3544400,Rubiácea,SP,Sudeste,82.14,57.81,1,0.5534,-24.33
4362,3109105,Bueno Brandão,MG,Sudeste,82.56,65.8,1,0.5535,-16.76
4363,3510708,Cardoso,SP,Sudeste,59.86,70.71,0,0.5536,10.85
4364,5214408,Nazário,GO,Centro-Oeste,83.94,79.15,1,0.5541,-4.79
4365,3203353,Marilândia,ES,Sudeste,78.31,78.73,0,0.5541,0.42
4366,3140308,Marliéria,MG,Sudeste,70.98,64.77,1,0.5542,-6.21
4367,3521606,Irapuru,SP,Sudeste,96.0,80.0,1,0.5544,-16.0
4368,4103222,Bom Sucesso do Sul,PR,Sul,71.33,80.0,0,0.5545,8.67
4369,3527256,Lourdes,SP,Sudeste,72.22,74.94,0,0.5545,2.72
4370,3161304,São Francisco de Sales,MG,Sudeste,73.5,77.07,0,0.5548,3.57
4371,3135506,Jequeri,MG,Sudeste,85.23,61.2,1,0.5548,-24.03
4372,3114303,Carmo do Paranaíba,MG,Sudeste,86.35,71.94,1,0.5551,-14.41
4373,3553104,Taiaçu,SP,Sudeste,38.71,69.26,0,0.5552,30.55
4374,3108107,Bonfim,MG,Sudeste,85.95,70.99,1,0.5554,-14.96
4375,3107802,Bom Jesus do Galho,MG,Sudeste,77.48,80.0,0,0.5554,2.52
4376,4120333,Prado Ferreira,PR,Sul,73.85,77.14,0,0.5555,3.29
4377,2504108,Carrapateira,PB,Nordeste,91.67,70.72,1,0.5555,-20.95
4378,4118451,Pato Bragado,PR,Sul,90.41,80.0,1,0.5555,-10.41
4379,3142007,Mirabela,MG,Sudeste,54.27,62.46,0,0.5559,8.19
4380,5107297,São José do Povo,MT,Centro-Oeste,74.75,80.0,0,0.5559,5.25
4381,3138500,Liberdade,MG,Sudeste,71.21,60.12,1,0.556,-11.09
4382,5204557,Caldazinha,GO,Centro-Oeste,60.87,73.27,0,0.5562,12.4
4383,3138807,Luz,MG,Sudeste,86.87,58.68,1,0.5562,-28.19
4384,3105509,Barão de Monte Alto,MG,Sudeste,89.21,66.24,1,0.5563,-22.97
4385,3169703,Turmalina,MG,Sudeste,82.52,58.26,1,0.5563,-24.26
4386,3126000,Florestal,MG,Sudeste,85.73,60.94,1,0.5564,-24.79
4387,3109451,Cabeceira Grande,MG,Sudeste,54.59,46.7,1,0.5565,-7.89
4388,2704401,Major Isidoro,AL,Nordeste,37.84,46.33,0,0.5569,8.49
4389,3114907,Casa Grande,MG,Sudeste,94.12,70.55,1,0.5569,-23.57
4390,3514403,Dracena,SP,Sudeste,62.74,65.9,0,0.557,3.16
4391,4101655,Arapuã,PR,Sul,76.31,58.64,1,0.5574,-17.67
4392,3526308,Lagoinha,SP,Sudeste,65.02,53.85,1,0.5575,-11.17
4393,4121307,Rancho Alegre,PR,Sul,86.02,77.46,1,0.5575,-8.56
4394,3114600,Carrancas,MG,Sudeste,89.76,71.89,1,0.5576,-17.87
4395,3143153,Monte Formoso,MG,Sudeste,82.61,54.82,1,0.5577,-27.79
4396,2204550,Guaribas,PI,Nordeste,75.0,61.72,1,0.5577,-13.28
4397,3503406,Arealva,SP,Sudeste,79.38,73.77,1,0.5578,-5.61
4398,3504206,Auriflama,SP,Sudeste,77.87,70.43,1,0.5579,-7.44
4399,3161205,São Francisco de Paula,MG,Sudeste,90.73,78.86,1,0.5579,-11.87
4400,5200852,Americano do Brasil,GO,Centro-Oeste,78.87,75.18,1,0.5579,-3.69
4401,5220108,São Luís de Montes Belos,GO,Centro-Oeste,76.27,68.7,1,0.5581,-7.57
4402,3511003,Castilho,SP,Sudeste,45.42,53.1,0,0.5585,7.68
4403,4112207,Janiópolis,PR,Sul,77.3,80.0,0,0.5585,2.7
4404,5218391,Professor Jamil,GO,Centro-Oeste,77.25,80.0,0,0.5585,2.75
4405,3125804,Fernandes Tourinho,MG,Sudeste,52.38,66.17,0,0.5586,13.79
4406,5209952,Indiara,GO,Centro-Oeste,82.75,69.23,1,0.5588,-13.52
4407,5222005,Vianópolis,GO,Centro-Oeste,89.5,80.0,1,0.5589,-9.5
4408,3205176,Vila Valério,ES,Sudeste,79.61,80.0,0,0.559,0.39
4409,3166808,Serra do Salitre,MG,Sudeste,72.87,63.21,1,0.5592,-9.66
4410,3129202,Heliodora,MG,Sudeste,67.59,53.53,1,0.5593,-14.06
4411,2210953,Tamboril do Piauí,PI,Nordeste,65.11,70.55,0,0.5593,5.44
4412,4113601,Lobato,PR,Sul,54.92,64.86,0,0.5593,9.94
4413,2209450,Santo Antônio dos Milagres,PI,Nordeste,78.26,80.0,0,0.5595,1.74
4414,3141009,Mato Verde,MG,Sudeste,71.71,70.78,1,0.5595,-0.93
4415,3148301,Paula Cândido,MG,Sudeste,91.23,58.13,1,0.5595,-33.1
4416,3102704,Cachoeira de Pajeú,MG,Sudeste,77.96,63.57,1,0.5595,-14.39
4417,5213087,Minaçu,GO,Centro-Oeste,81.44,76.32,1,0.5599,-5.12
4418,3511904,Clementina,SP,Sudeste,54.12,55.83,0,0.56,1.71
4419,3148400,Paulistas,MG,Sudeste,90.14,71.9,1,0.5601,-18.24
4420,3202553,Ibitirama,ES,Sudeste,81.82,74.85,1,0.5602,-6.97
4421,3112000,Candeias,MG,Sudeste,90.37,80.0,1,0.5602,-10.37
4422,3136900,Juruaia,MG,Sudeste,82.69,78.72,1,0.5602,-3.97
4423,3111309,Campo do Meio,MG,Sudeste,76.54,69.55,1,0.5603,-6.99
4424,3535309,Palmital,SP,Sudeste,60.32,51.9,1,0.5605,-8.42
4425,3170529,Urucuia,MG,Sudeste,67.15,60.76,1,0.5606,-6.39
4426,3204005,Pancas,ES,Sudeste,86.3,80.0,1,0.5607,-6.3
4427,3161650,São Geraldo do Baixio,MG,Sudeste,76.32,72.56,1,0.5609,-3.76
4428,3532405,Nazaré Paulista,SP,Sudeste,60.11,52.23,1,0.5612,-7.88
4429,3517604,Guapiara,SP,Sudeste,60.31,69.06,0,0.5613,8.75
4430,2202802,Conceição do Canindé,PI,Nordeste,70.98,52.61,1,0.5613,-18.37
4431,4113403,Leópolis,PR,Sul,89.7,80.0,1,0.5614,-9.7
4432,4103040,Boa Ventura de São Roque,PR,Sul,60.49,75.58,0,0.5615,15.09
4433,5207402,Edéia,GO,Centro-Oeste,72.29,80.0,0,0.5617,7.71
4434,2207934,Pedro Laurentino,PI,Nordeste,47.35,44.28,1,0.5618,-3.07
4435,3139706,Maravilhas,MG,Sudeste,76.79,71.64,1,0.5618,-5.15
4436,3117876,Confins,MG,Sudeste,69.15,57.07,1,0.5621,-12.08
4437,3533700,Ocauçu,SP,Sudeste,90.38,80.0,1,0.5622,-10.38
4438,3106606,Bertópolis,MG,Sudeste,85.02,62.87,1,0.5623,-22.15
4439,3516903,General Salgado,SP,Sudeste,67.35,63.97,1,0.5623,-3.38
4440,3534104,Oriente,SP,Sudeste,39.53,62.91,0,0.5626,23.38
4441,3114006,Carmo da Mata,MG,Sudeste,68.1,79.19,0,0.5626,11.09
4442,5210901,Itapaci,GO,Centro-Oeste,85.28,79.01,1,0.5627,-6.27
4443,3100807,Aguanil,MG,Sudeste,88.68,80.0,1,0.5628,-8.68
4444,3500550,Águas de Santa Bárbara,SP,Sudeste,48.99,54.97,0,0.5628,5.98
4445,2514651,São José do Brejo do Cruz,PB,Nordeste,30.0,46.27,0,0.5628,16.27
4446,3104502,Arinos,MG,Sudeste,48.56,50.89,0,0.5628,2.33
4447,3158300,Santana da Vargem,MG,Sudeste,87.88,67.34,1,0.5629,-20.54
4448,3534757,Ouroeste,SP,Sudeste,89.21,80.0,1,0.5629,-9.21
4449,3204955,São Roque do Canaã,ES,Sudeste,89.65,75.39,1,0.5631,-14.26
4450,3506300,Bernardino de Campos,SP,Sudeste,47.5,70.21,0,0.5632,22.71
4451,3520442,Ilha Solteira,SP,Sudeste,80.76,68.72,1,0.5632,-12.04
4452,3152600,Pouso Alto,MG,Sudeste,79.55,78.67,1,0.5635,-0.88
4453,4117255,Nova Prata do Iguaçu,PR,Sul,72.83,80.0,0,0.5637,7.17
4454,4215695,Santiago do Sul,SC,Sul,81.82,74.66,1,0.5638,-7.16
4455,3556107,Valentim Gentil,SP,Sudeste,85.95,69.19,1,0.5642,-16.76
4456,3157302,Santa Bárbara do Tugúrio,MG,Sudeste,90.92,55.44,1,0.5644,-35.48
4457,3167004,Serranos,MG,Sudeste,82.14,44.9,1,0.5644,-37.24
4458,3130705,Indianópolis,MG,Sudeste,53.9,49.02,1,0.5647,-4.88
4459,3121100,Delfim Moreira,MG,Sudeste,93.02,66.18,1,0.5649,-26.84
4460,4117206,Nova Olímpia,PR,Sul,91.63,79.33,1,0.5649,-12.3
4461,3111903,Cana Verde,MG,Sudeste,93.33,55.6,1,0.565,-37.73
4462,3116506,Claro dos Poções,MG,Sudeste,68.63,71.63,0,0.5651,3.0
4463,4205357,Flor do Sertão,SC,Sul,58.33,80.0,0,0.5652,21.67
4464,3153202,Presidente Juscelino,MG,Sudeste,54.55,80.0,0,0.5653,25.45
4465,3138658,Lontra,MG,Sudeste,78.07,66.64,1,0.5655,-11.43
4466,3514304,Dourado,SP,Sudeste,71.85,72.84,0,0.5655,0.99
4467,3530409,Mirassolândia,SP,Sudeste,55.96,62.66,0,0.5655,6.7
4468,5220207,São Miguel do Araguaia,GO,Centro-Oeste,91.4,80.0,1,0.5655,-11.4
4469,3156304,Rodeiro,MG,Sudeste,81.95,50.42,1,0.5658,-31.53
4470,3108206,Bonfinópolis de Minas,MG,Sudeste,68.81,80.0,0,0.5659,11.19
4471,3114808,Carvalhos,MG,Sudeste,72.5,80.0,0,0.566,7.5
4472,5007976,Taquarussu,MS,Centro-Oeste,85.45,79.02,1,0.5661,-6.43
4473,3117801,Conceição dos Ouros,MG,Sudeste,77.03,64.92,1,0.5662,-12.11
4474,3140506,Martinho Campos,MG,Sudeste,78.23,60.0,1,0.5662,-18.23
4475,3147709,Passa Tempo,MG,Sudeste,78.42,80.0,0,0.5663,1.58
4476,3109501,Cabo Verde,MG,Sudeste,86.58,73.25,1,0.5665,-13.33
4477,3538907,Pirajuí,SP,Sudeste,46.03,57.88,0,0.5665,11.85
4478,3527801,Lupércio,SP,Sudeste,60.96,59.68,1,0.5668,-1.28
4479,3501004,Altinópolis,SP,Sudeste,67.78,70.36,0,0.5668,2.58
4480,3127800,Grão Mogol,MG,Sudeste,86.04,72.9,1,0.5668,-13.14
4481,3161700,São Gonçalo do Abaeté,MG,Sudeste,82.95,80.0,1,0.5669,-2.95
4482,3142403,Moema,MG,Sudeste,81.94,80.0,1,0.5669,-1.94
4483,3136553,José Raydan,MG,Sudeste,77.36,79.22,0,0.5673,1.86
4484,3132206,Itaguara,MG,Sudeste,90.91,60.81,1,0.5675,-30.1
4485,3147808,Passa-Vinte,MG,Sudeste,77.27,64.23,1,0.5675,-13.04
4486,3545159,Saltinho,SP,Sudeste,64.45,67.95,0,0.5677,3.5
4487,3129004,Guiricema,MG,Sudeste,82.89,50.41,1,0.5677,-32.48
4488,3501400,Álvaro de Carvalho,SP,Sudeste,58.33,58.95,0,0.5679,0.62
4489,2505907,Emas,PB,Nordeste,38.1,67.81,0,0.5679,29.71
4490,3158805,Santana do Jacaré,MG,Sudeste,86.67,76.82,1,0.568,-9.85
4491,5215009,Nova Veneza,GO,Centro-Oeste,76.22,80.0,0,0.5682,3.78
4492,3170057,Ubaporanga,MG,Sudeste,69.73,70.32,0,0.5682,0.59
4493,3527405,Lucélia,SP,Sudeste,68.26,67.06,1,0.5682,-1.2
4494,3539400,Piratininga,SP,Sudeste,44.37,54.01,0,0.5684,9.64
4495,3201704,Conceição do Castelo,ES,Sudeste,84.19,77.84,1,0.5684,-6.35
4496,3501806,Américo de Campos,SP,Sudeste,78.38,63.29,1,0.5685,-15.09
4497,3145372,Novorizonte,MG,Sudeste,92.71,69.97,1,0.5686,-22.74
4498,3511409,Cerqueira César,SP,Sudeste,39.99,49.79,0,0.5686,9.8
4499,5204656,Campinaçu,GO,Centro-Oeste,81.73,71.97,1,0.5686,-9.76
4500,5213707,Montes Claros de Goiás,GO,Centro-Oeste,75.02,68.75,1,0.5688,-6.27
4501,3554409,Terra Roxa,SP,Sudeste,74.29,69.28,1,0.5689,-5.01
4502,3508108,Buritama,SP,Sudeste,67.83,66.64,1,0.569,-1.19
4503,2209658,São Francisco de Assis do Piauí,PI,Nordeste,36.86,40.51,0,0.5691,3.65
4504,3161403,São Francisco do Glória,MG,Sudeste,78.59,62.82,1,0.5692,-15.77
4505,3126604,Francisco Dumont,MG,Sudeste,37.5,38.49,0,0.5692,0.99
4506,3165008,São Tiago,MG,Sudeste,92.5,80.0,1,0.5692,-12.5
4507,1721257,Tupirama,TO,Norte,66.67,43.0,1,0.5695,-23.67
4508,4103958,Campina do Simão,PR,Sul,84.25,80.0,1,0.5695,-4.25
4509,3144409,Natércia,MG,Sudeste,86.3,71.74,1,0.5696,-14.56
4510,3171709,Virgínia,MG,Sudeste,74.66,61.6,1,0.5697,-13.06
4511,3123304,Dores do Turvo,MG,Sudeste,95.99,77.19,1,0.5699,-18.8
4512,3114550,Carneirinho,MG,Sudeste,64.51,56.8,1,0.5701,-7.71
4513,4207759,Iraceminha,SC,Sul,70.07,63.74,1,0.5702,-6.33
4514,3146503,Pains,MG,Sudeste,86.83,69.54,1,0.5703,-17.29
4515,3129400,Ibertioga,MG,Sudeste,87.87,80.0,1,0.5704,-7.87
4516,3120102,Couto de Magalhães de Minas,MG,Sudeste,77.52,53.63,1,0.5705,-23.89
4517,5205059,Castelândia,GO,Centro-Oeste,91.3,80.0,1,0.5706,-11.3
4518,3102902,Antônio Carlos,MG,Sudeste,71.47,78.32,0,0.5707,6.85
4519,3521200,Iporanga,SP,Sudeste,65.63,56.89,1,0.5707,-8.74
4520,3537909,Pilar do Sul,SP,Sudeste,63.33,60.55,1,0.571,-2.78
4521,5203203,Barro Alto,GO,Centro-Oeste,77.88,80.0,0,0.5711,2.12
4522,3539004,Pirangi,SP,Sudeste,75.61,80.0,0,0.5711,4.39
4523,3533254,Novais,SP,Sudeste,63.99,70.41,0,0.5712,6.42
4524,3150406,Piedade dos Gerais,MG,Sudeste,83.86,73.21,1,0.5716,-10.65
4525,3160959,São Domingos das Dores,MG,Sudeste,93.62,80.0,1,0.5718,-13.62
4526,3203700,Muniz Freire,ES,Sudeste,81.47,80.0,1,0.5718,-1.47
4527,5215801,Palmelo,GO,Centro-Oeste,64.71,35.72,1,0.5718,-28.99
4528,4115507,Marumbi,PR,Sul,75.85,61.37,1,0.5719,-14.48
4529,3204708,São Gabriel da Palha,ES,Sudeste,80.69,73.64,1,0.5719,-7.05
4530,5217708,Pontalina,GO,Centro-Oeste,86.03,74.41,1,0.5721,-11.62
4531,3152131,Ponto Chique,MG,Sudeste,76.36,64.41,1,0.5721,-11.95
4532,3137403,Lagoa Dourada,MG,Sudeste,87.23,66.55,1,0.5722,-20.68
4533,3126208,Formoso,MG,Sudeste,80.63,64.21,1,0.5722,-16.42
4534,3202108,Ecoporanga,ES,Sudeste,94.08,70.94,1,0.5724,-23.14
4535,5222302,Vila Propício,GO,Centro-Oeste,79.46,75.29,1,0.5725,-4.17
4536,4106704,Cruzeiro do Sul,PR,Sul,71.42,72.78,0,0.5725,1.36
4537,5203807,Britânia,GO,Centro-Oeste,92.82,80.0,1,0.5726,-12.82
4538,3163508,São José do Jacuri,MG,Sudeste,81.45,59.37,1,0.5727,-22.08
4539,3532504,Neves Paulista,SP,Sudeste,74.47,80.0,0,0.5727,5.53
4540,3141702,Mesquita,MG,Sudeste,63.47,57.61,1,0.573,-5.86
4541,3204658,São Domingos do Norte,ES,Sudeste,84.74,80.0,1,0.5732,-4.74
4542,5216304,Paranaiguara,GO,Centro-Oeste,97.01,80.0,1,0.5732,-17.01
4543,3118106,Congonhas do Norte,MG,Sudeste,60.49,80.0,0,0.5733,19.51
4544,3159209,Santa Rita de Caldas,MG,Sudeste,92.49,80.0,1,0.5733,-12.49
4545,3159704,Santa Rosa da Serra,MG,Sudeste,79.88,74.06,1,0.5734,-5.82
4546,3148756,Pedra Bonita,MG,Sudeste,79.15,64.45,1,0.5734,-14.7
4547,3141603,Mercês,MG,Sudeste,84.85,80.0,1,0.5734,-4.85
4548,3518503,Guareí,SP,Sudeste,68.52,65.19,1,0.5734,-3.33
4549,5208301,Divinópolis de Goiás,GO,Centro-Oeste,80.42,79.92,1,0.5739,-0.5
4550,3171907,Virgolândia,MG,Sudeste,70.97,80.0,0,0.5744,9.03
4551,5205901,Corumbaíba,GO,Centro-Oeste,82.63,72.79,1,0.5746,-9.84
4552,3512605,Coronel Macedo,SP,Sudeste,38.69,51.76,0,0.5746,13.07
4553,3161809,São Gonçalo do Pará,MG,Sudeste,78.82,64.24,1,0.5746,-14.58
4554,3542008,Quintana,SP,Sudeste,64.71,56.38,1,0.5746,-8.33
4555,5200803,Alvorada do Norte,GO,Centro-Oeste,64.99,67.1,0,0.5747,2.11
4556,3528106,Macaubal,SP,Sudeste,96.3,80.0,1,0.5749,-16.3
4557,3104106,Arceburgo,MG,Sudeste,82.63,80.0,1,0.575,-2.63
4558,3117207,Conceição das Pedras,MG,Sudeste,76.67,61.58,1,0.575,-15.09
4559,3151701,Poço Fundo,MG,Sudeste,70.92,80.0,0,0.5751,9.08
4560,3548609,São Bento do Sapucaí,SP,Sudeste,57.89,64.92,0,0.5751,7.03
4561,3165701,Senador Firmino,MG,Sudeste,91.79,68.56,1,0.5756,-23.23
4562,3110806,Campanário,MG,Sudeste,47.62,64.52,0,0.5757,16.9
4563,4205605,Galvão,SC,Sul,70.47,80.0,0,0.576,9.53
4564,3162609,São João do Oriente,MG,Sudeste,67.66,80.0,0,0.5761,12.34
4565,3544251,Rosana,SP,Sudeste,82.37,62.92,1,0.5767,-19.45
4566,5215504,Ouvidor,GO,Centro-Oeste,90.09,67.81,1,0.5767,-22.28
4567,3544608,Sabino,SP,Sudeste,46.98,58.64,0,0.5767,11.66
4568,3165503,Sardoá,MG,Sudeste,85.12,51.34,1,0.5768,-33.78
4569,3169505,Tumiritinga,MG,Sudeste,74.58,50.96,1,0.5769,-23.62
4570,3520608,Indiana,SP,Sudeste,70.59,80.0,0,0.577,9.41
4571,3160900,São Brás do Suaçuí,MG,Sudeste,81.31,70.24,1,0.5771,-11.07
4572,3529500,Mendonça,SP,Sudeste,77.56,71.55,1,0.5771,-6.01
4573,4103404,Cafeara,PR,Sul,63.42,80.0,0,0.5772,16.58
4574,3515202,Estrela d'Oeste,SP,Sudeste,58.91,58.28,1,0.5772,-0.63
4575,5212204,Jussara,GO,Centro-Oeste,79.77,62.46,1,0.5773,-17.31
4576,3503703,Ariranha,SP,Sudeste,87.22,66.43,1,0.5773,-20.79
4577,3506409,Bilac,SP,Sudeste,74.74,63.3,1,0.5774,-11.44
4578,3122355,Divisa Alegre,MG,Sudeste,62.69,55.72,1,0.5775,-6.97
4579,3135605,Jequitaí,MG,Sudeste,70.71,46.21,1,0.5776,-24.5
4580,5221601,Uruaçu,GO,Centro-Oeste,77.83,71.02,1,0.5777,-6.81
4581,3520301,Iguape,SP,Sudeste,62.11,60.97,1,0.5779,-1.14
4582,2209302,Santa Luz,PI,Nordeste,55.68,80.0,0,0.578,24.32
4583,5208103,Formoso,GO,Centro-Oeste,86.67,72.26,1,0.578,-14.41
4584,5219738,Santo Antônio de Goiás,GO,Centro-Oeste,82.91,80.0,1,0.5781,-2.91
4585,5201504,Aporé,GO,Centro-Oeste,65.8,64.94,1,0.5781,-0.86
4586,3532801,Nova Aliança,SP,Sudeste,73.75,61.36,1,0.5782,-12.39
4587,5203906,Buriti Alegre,GO,Centro-Oeste,64.95,70.78,0,0.5782,5.83
4588,3101003,Águas Vermelhas,MG,Sudeste,74.46,48.71,1,0.5783,-25.75
4589,3516804,Gastão Vidigal,SP,Sudeste,54.3,57.58,0,0.5787,3.28
4590,3142908,Monte Azul,MG,Sudeste,67.01,80.0,0,0.5787,12.99
4591,5210208,Iporá,GO,Centro-Oeste,83.04,78.6,1,0.5787,-4.44
4592,5204904,Campos Belos,GO,Centro-Oeste,75.75,67.62,1,0.5792,-8.13
4593,2210102,São José do Peixe,PI,Nordeste,75.0,76.6,0,0.5792,1.6
4594,2202133,Campo Grande do Piauí,PI,Nordeste,95.8,80.0,1,0.5793,-15.8
4595,3157377,Santa Cruz de Salinas,MG,Sudeste,72.73,80.0,0,0.5793,7.27
4596,4127957,Tupãssi,PR,Sul,79.06,72.18,1,0.5795,-6.88
4597,3537404,Pereira Barreto,SP,Sudeste,83.47,68.39,1,0.5796,-15.08
4598,5204953,Campos Verdes,GO,Centro-Oeste,82.8,66.38,1,0.5796,-16.42
4599,3541703,Quatá,SP,Sudeste,68.43,68.48,0,0.5796,0.05
4600,3108008,Bom Sucesso,MG,Sudeste,83.73,69.34,1,0.5798,-14.39
4601,3532207,Narandiba,SP,Sudeste,60.6,57.61,1,0.5799,-2.99
4602,3116159,Chapada Gaúcha,MG,Sudeste,69.39,54.23,1,0.58,-15.16
4603,3202603,Iconha,ES,Sudeste,75.87,76.89,0,0.5803,1.02
4604,3535705,Paraíso,SP,Sudeste,87.14,77.31,1,0.5805,-9.83
4605,3121704,Diogo de Vasconcelos,MG,Sudeste,76.25,78.65,0,0.5807,2.4
4606,3200201,Alegre,ES,Sudeste,86.32,69.0,1,0.5807,-17.32
4607,3101631,Alfredo Vasconcelos,MG,Sudeste,78.08,73.26,1,0.5809,-4.82
4608,3164902,São Sebastião do Rio Verde,MG,Sudeste,91.3,70.28,1,0.5809,-21.02
4609,3543501,Riversul,SP,Sudeste,64.17,80.0,0,0.5812,15.83
4610,3144508,Nazareno,MG,Sudeste,85.36,80.0,1,0.5813,-5.36
4611,3200169,Água Doce do Norte,ES,Sudeste,81.68,77.74,1,0.5813,-3.94
4612,3516002,Flórida Paulista,SP,Sudeste,54.56,80.0,0,0.5814,25.44
4613,5220504,Serranópolis,GO,Centro-Oeste,66.65,58.7,1,0.5816,-7.95
4614,3119708,Coronel Xavier Chaves,MG,Sudeste,92.31,73.66,1,0.5817,-18.65
4615,5219704,Santa Terezinha de Goiás,GO,Centro-Oeste,96.08,80.0,1,0.5818,-16.08
4616,5204706,Campinorte,GO,Centro-Oeste,81.71,74.74,1,0.5818,-6.97
4617,4112306,Japira,PR,Sul,64.46,76.34,0,0.582,11.88
4618,3544905,Sales Oliveira,SP,Sudeste,50.04,62.03,0,0.582,11.99
4619,3204807,São José do Calçado,ES,Sudeste,62.35,75.36,0,0.5826,13.01
4620,3545506,Sandovalina,SP,Sudeste,89.83,79.23,1,0.5826,-10.6
4621,3163300,São José do Divino,MG,Sudeste,64.09,50.96,1,0.5834,-13.13
4622,3154408,Ressaquinha,MG,Sudeste,82.0,59.64,1,0.5838,-22.36
4623,3153301,Presidente Kubitschek,MG,Sudeste,79.86,76.39,1,0.5839,-3.47
4624,5209150,Gouvelândia,GO,Centro-Oeste,81.36,46.07,1,0.584,-35.29
4625,5216403,Paraúna,GO,Centro-Oeste,67.88,64.83,1,0.5844,-3.05
4626,5219902,São Francisco de Goiás,GO,Centro-Oeste,75.57,62.43,1,0.5845,-13.14
4627,3164100,São Pedro do Suaçuí,MG,Sudeste,88.29,69.13,1,0.5846,-19.16
4628,5200555,Alto Horizonte,GO,Centro-Oeste,72.47,68.81,1,0.5846,-3.66
4629,2204600,Hugo Napoleão,PI,Nordeste,81.47,80.0,1,0.5847,-1.47
4630,3166402,Seritinga,MG,Sudeste,75.0,66.62,1,0.5847,-8.38
4631,5216007,Panamá,GO,Centro-Oeste,84.18,76.04,1,0.5847,-8.14
4632,4112603,Jardim Olinda,PR,Sul,92.31,54.93,1,0.5849,-37.38
4633,3145059,Nova Porteirinha,MG,Sudeste,51.93,47.65,1,0.585,-4.28
4634,3125903,Ferros,MG,Sudeste,88.1,44.57,1,0.5851,-43.53
4635,3522802,Itaporanga,SP,Sudeste,70.1,43.0,1,0.5852,-27.1
4636,3139250,Mamonas,MG,Sudeste,65.94,46.38,1,0.5853,-19.56
4637,3107604,Bom Jesus da Penha,MG,Sudeste,87.21,55.99,1,0.5853,-31.22
4638,3128253,Guaraciama,MG,Sudeste,80.7,48.04,1,0.5854,-32.66
4639,4113759,Lunardelli,PR,Sul,70.4,61.2,1,0.5854,-9.2
4640,3146750,Palmópolis,MG,Sudeste,70.64,45.12,1,0.5857,-25.52
4641,3537701,Piacatu,SP,Sudeste,76.68,80.0,0,0.5857,3.32
4642,3124708,Estrela do Indaiá,MG,Sudeste,100.0,80.0,1,0.5859,-20.0
4643,3171071,Veredinha,MG,Sudeste,77.02,65.08,1,0.5861,-11.94
4644,2206308,Miguel Leão,PI,Nordeste,84.62,52.65,1,0.5862,-31.97
4645,3539608,Planalto,SP,Sudeste,83.68,75.35,1,0.5864,-8.33
4646,3508207,Buritizal,SP,Sudeste,56.29,80.0,0,0.5864,23.71
4647,3553807,Taquarituba,SP,Sudeste,56.67,57.07,0,0.5866,0.4
4648,3517000,Getulina,SP,Sudeste,68.1,54.54,1,0.5866,-13.56
4649,3116902,Comendador Gomes,MG,Sudeste,74.3,42.41,1,0.5868,-31.89
4650,3500105,Adamantina,SP,Sudeste,66.06,69.44,0,0.587,3.38
4651,3202256,Governador Lindenberg,ES,Sudeste,82.07,66.72,1,0.587,-15.35
4652,3203304,Mantenópolis,ES,Sudeste,95.06,80.0,1,0.587,-15.06
4653,3158706,Santana do Garambéu,MG,Sudeste,87.26,52.65,1,0.5872,-34.61
4654,3146552,Pai Pedro,MG,Sudeste,76.4,65.4,1,0.5872,-11.0
4655,3102209,Alvarenga,MG,Sudeste,85.42,45.84,1,0.5877,-39.58
4656,3121001,Datas,MG,Sudeste,90.32,80.0,1,0.5878,-10.32
4657,3164472,São Sebastião do Anta,MG,Sudeste,81.32,61.81,1,0.5881,-19.51
4658,3550902,São Simão,SP,Sudeste,67.73,65.66,1,0.5883,-2.07
4659,5204409,Caiapônia,GO,Centro-Oeste,84.82,77.1,1,0.5886,-7.72
4660,3507407,Borborema,SP,Sudeste,85.16,80.0,1,0.5887,-5.16
4661,3529609,Meridiano,SP,Sudeste,67.31,69.33,0,0.5888,2.02
4662,3553658,Taquaral,SP,Sudeste,27.27,75.76,0,0.5888,48.49
4663,5215256,Novo Planalto,GO,Centro-Oeste,94.54,80.0,1,0.589,-14.54
4664,3123403,Doresópolis,MG,Sudeste,66.67,44.9,1,0.5891,-21.77
4665,3132008,Itacambira,MG,Sudeste,100.0,78.78,1,0.5891,-21.22
4666,3157401,Santa Cruz do Escalvado,MG,Sudeste,75.73,58.77,1,0.5891,-16.96
4667,3129103,Gurinhatã,MG,Sudeste,86.09,77.39,1,0.5892,-8.7
4668,3140100,Marilac,MG,Sudeste,56.14,65.87,0,0.5894,9.73
4669,3546900,Santa Lúcia,SP,Sudeste,70.68,68.96,1,0.5894,-1.72
4670,3542305,Redenção da Serra,SP,Sudeste,84.33,80.0,1,0.5894,-4.33
4671,3155306,Rio Manso,MG,Sudeste,98.05,72.62,1,0.5896,-25.43
4672,3521507,Irapuã,SP,Sudeste,76.62,71.24,1,0.5896,-5.38
4673,3152709,Prados,MG,Sudeste,93.22,74.26,1,0.5896,-18.96
4674,3514205,Dolcinópolis,SP,Sudeste,65.38,77.13,0,0.5897,11.75
